Column1,Chinese,English
2819,薄荷+荔枝+酸奶,Mint+Lychee+Yoghurt /Yoghurt with Mint & Lychee
2820,薄荷+芒果+酸奶,Mint+Mango+Yoghurt/Yohurt with Mint & Mango
2821,薄荷+青苹+酸奶,Mint+Apple+Yoghurt/Yohurt with Mint & Apple
2822,香橙奶昔,Orange Milkshake
2823,草莓奶昔,Strawberry Milkshake
2824,香草奶昔,Vanilla Milkshake
2825,巧克力奶昔,Chocolate Milkshake
2826,咖啡奶昔,Coffee Milkshake
2827,苹果醋,Apple Cider Vinegar
2828,露露,Lulu Almond Juice
2829,山楂醋,Hawthorn Vinegar
2830,红牛,Red Bull Vatmin Drinks
2831,水红参营养蜜,Red Ginseng Honey
2832,香蕉牛乳汁,Banana Milk
2833,木瓜牛奶蛋黄汁,Papaya Milk with Egg Yolk
2834,凤梨酸奶,Pineapple Yoghurt
2835,胡萝卜蛋奶,Carrot-Flavoured Egg-Milk
2836,雪利教堂,Mint Julep Mixed with Sprite
2837,鲜奶煮蛋,Boiled Eggs with Fresh Milk
2838,刨冰(红豆、绿豆、芋头、情人果),"Water-Ice（with red bean, green bean, taro, green mango）"
2839,香蕉柳橙搅滑冰,Banana and Orange Blended with Ice
2840,芒果牛奶搅滑冰,Mango and Milk Blended with Ice
2841,柠檬搅滑冰,Lemon Blended with Ice
2842,西瓜牛奶搅滑冰,Watermelon and Milk Blended with Ice
2843,苹果椰奶搅滑冰,"Apple, Coconut and Milk Blended with Ice"
2844,木瓜牛奶搅滑冰,Papaya and Milk Blended with Ice
2845,香橙搅滑冰,Orange Blended with Ice
2846,水蜜桃鲜橙搅滑冰,Peach and Orange Blended with Ice
2847,凤梨雪泡,Pineapple Snow
2848,牛奶雪泡,Milk Snow
2849,咖啡雪泡,Coffee Snow
2850,冰沙,Sorbet
2851,巴菲,Parfait
2852,柠檬冰淇淋苏打,Lemon Ice Cream Soda
2853,蓝柑冰淇淋苏打,Blue Curacao Ice Cream Soda
2854,薄荷冰淇淋苏打,Mint Ice Cream Soda
2855,蛋卷冰淇凌,Ice Cream Cone
2856,圣代冰淇凌,Sundae
2857,香草冰淇淋,Vanilla Ice Cream
2858,巧克力冰淇淋,Chocolate Ice Cream
2859,草莓冰淇淋,Strawberry Ice Cream
2860,绿茶冰淇淋,Green Tea Ice Cream
2861,冰霜,Sherbet
